"Phase","Week","Week_num","WeekStartDate","WeekEndDate","Stratum","NumOfSites","NumOfTows","RawCatch","TotalRawSampleVolume","AdjCatch","TotalEffSampleVolume","StratumVolume","nHat","nVar","nSE","lowCI","uppCI","SpatialCoverage"
"18_1","Week.15",15,2018-03-12,2018-03-15,"Lower San Joaquin",6,30,0,52430.271987555,0,37866.3075465675,122096565,0,NA,NA,NA,NA,""
"18_1","Week.15",15,2018-03-12,2018-03-15,"Southern Delta",2,12,0,40821.30810912,0,29482.0558565867,169844010,0,NA,NA,NA,NA,""
"18_1","Week.15",15,2018-03-12,2018-03-15,"Eastern Delta",3,17,0,54135.00709848,0,39097.50512668,48788659,0,NA,NA,NA,NA,""
"18_1","Week.15",15,2018-03-12,2018-03-15,"Total",33,166,2,390159.064311555,2,281781.546447234,NA,5783.22781065254,18909554.9808897,4348.51181220537,1245,17166,"Full"
"18_1","Week.16",16,2018-03-19,2018-03-22,"Western Delta",2,12,0,47326.17627738,0,34180.01620033,190166275,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Suisun Bay",5,25,0,48994.6009938,0,35384.9896066333,285840678,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Suisun Marsh",2,10,0,25263.27290256,0,18245.6970962933,76278718,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Lower Sacramento",3,12,1,21132.14412078,1,15262.10408723,88162170,8250.49885448173,182425722.911772,13506.506687955,459,40287,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Cache Slough LI",3,15,0,24772.95620646,0,17891.5794824433,33420492,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Sac DW Ship Channel",3,15,1,27268.34805156,1,19693.8069261267,30411491,1544.69111939453,2388723.64753438,1545.54962635769,213,5587,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Upper Sacramento",2,11,0,37178.47409892,0,26851.1201825533,53100572,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Lower San Joaquin",7,35,0,64966.79373954,0,46920.4621452233,122096565,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Southern Delta",3,18,0,62537.45142876,0,45165.9371429933,169844010,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Eastern Delta",2,12,0,36345.44119668,0,26249.4853087133,48788659,0,NA,NA,NA,NA,""
"18_1","Week.16",16,2018-03-19,2018-03-22,"Total",32,165,2,395785.65901644,2,285845.19817854,NA,9795.18997387626,184814446.559306,13594.6477173668,751,43639,"Full"
"18_1","Week.17",17,2018-03-26,2018-03-29,"Western Delta",2,12,0,42877.60534596,0,30967.1594165267,190166275,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Suisun Bay",6,30,0,54660.37048626,0,39476.9342400767,285840678,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Suisun Marsh",2,10,0,17695.54641162,0,12780.1168528367,76278718,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Lower Sacramento",2,10,0,16650.88540962,0,12025.6394625033,88162170,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Cache Slough LI",2,9,0,13763.91418248,0,9940.60468734667,33420492,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Sac DW Ship Channel",3,15,0,26133.87990213,0,18874.468818205,30411491,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Upper Sacramento",2,12,0,42241.373097,0,30507.6583478333,53100572,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Lower San Joaquin",6,30,0,58566.39167148,0,42297.9495405133,122096565,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Southern Delta",2,12,0,34503.80494638,0,24919.4146834967,169844010,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Eastern Delta",2,12,0,43022.50993656,0,31071.81273196,48788659,0,NA,NA,NA,NA,""
"18_1","Week.17",17,2018-03-26,2018-03-29,"Total",29,152,0,350116.28138949,0,252861.758781298,NA,0,0,NA,NA,NA,"Full"
"18_2","Week.1",1,2018-06-04,2018-06-07,"Suisun Bay",4,8,0,8140.31756384,0,8140.31756384,531809657,0,0,NA,NA,NA,""
"18_2","Week.1",1,2018-06-04,2018-06-07,"Suisun Marsh",3,5,0,3813.9478377,0,3813.9478377,106744669,0,0,NA,NA,NA,""
"18_2","Week.1",1,2018-06-04,2018-06-07,"Lower Sacramento",7,14,0,13377.79028817,0,13377.79028817,171562419,0,0,NA,NA,NA,""
"18_2","Week.1",1,2018-06-04,2018-06-07,"Cache Slough LI",4,8,0,8082.57474255,0,8082.57474255,52180503,0,0,NA,NA,NA,""
"18_2","Week.1",1,2018-06-04,2018-06-07,"Sac DW Ship Channel",3,6,0,5918.98409718,0,5918.98409718,64336104,0,0,NA,NA,NA,""
"18_2","Week.1",1,2018-06-04,2018-06-07,"Lower San Joaquin",3,6,0,5880.71882629,0,5880.71882629,232126861,0,0,NA,NA,NA,""
"18_2","Week.1",1,2018-06-04,2018-06-07,"Total",24,47,0,45214.33335573,0,45214.33335573,NA,0,0,NA,NA,NA,"Full"
"18_2","Week.2",2,2018-06-11,2018-06-14,"Suisun Bay",6,12,1,11475.32055285,1.62669746437867,11475.32055285,531809657,75387.2989072309,7968759072.28759,89267.9061717457,7765,304680,""
"18_2","Week.2",2,2018-06-11,2018-06-14,"Suisun Marsh",2,4,0,3800.1512395,0,3800.1512395,106744669,0,0,NA,NA,NA,""
"18_2","Week.2",2,2018-06-11,2018-06-14,"Lower Sacramento",7,14,0,13678.27208132,0,13678.27208132,171562419,0,0,NA,NA,NA,""
"18_2","Week.2",2,2018-06-11,2018-06-14,"Cache Slough LI",4,8,0,7570.35574526,0,7570.35574526,52180503,0,0,NA,NA,NA,""
"18_2","Week.2",2,2018-06-11,2018-06-14,"Sac DW Ship Channel",3,6,0,5976.68634024,0,5976.68634024,64336104,0,0,NA,NA,NA,""
"18_2","Week.2",2,2018-06-11,2018-06-14,"Lower San Joaquin",3,6,0,5997.54355046,0,5997.54355046,232126861,0,0,NA,NA,NA,""
"18_2","Week.2",2,2018-06-11,2018-06-14,"Total",25,50,1,48498.32950963,1.62669746437867,48498.32950963,NA,75387.2989072309,7968759072.28759,89267.9061717457,7765,304680,"Full"
"18_2","Week.3",3,2018-06-18,2018-06-22,"Suisun Bay",5,10,1,9795.21951793,1,9795.21951793,531809657,54292.7757797087,2966149052.1929,54462.3636302438,7469,196705,""
"18_2","Week.3",3,2018-06-18,2018-06-22,"Suisun Marsh",3,6,0,5975.38783688,0,5975.38783688,106744669,0,0,NA,NA,NA,""
"18_2","Week.3",3,2018-06-18,2018-06-22,"Lower Sacramento",8,16,0,15786.75749035,0,15786.75749035,171562419,0,0,NA,NA,NA,""
"18_2","Week.3",3,2018-06-18,2018-06-22,"Cache Slough LI",2,4,0,3898.39113433,0,3898.39113433,52180503,0,0,NA,NA,NA,""
"18_2","Week.3",3,2018-06-18,2018-06-22,"Sac DW Ship Channel",3,6,0,6109.49888703,0,6109.49888703,64336104,0,0,NA,NA,NA,""
"18_2","Week.3",3,2018-06-18,2018-06-22,"Lower San Joaquin",2,4,0,3762.21059445,0,3762.21059445,232126861,0,0,NA,NA,NA,""
"18_2","Week.3",3,2018-06-18,2018-06-22,"Total",23,46,1,45327.46546097,1,45327.46546097,NA,54292.7757797087,2966149052.1929,54462.3636302438,7469,196705,"Full"
"18_2","Week.4",4,2018-06-25,2018-06-28,"Suisun Bay",6,12,0,11961.77237409,0,11961.77237409,531809657,0,0,NA,NA,NA,""
"18_2","Week.4",4,2018-06-25,2018-06-28,"Suisun Marsh",3,6,0,5971.57348326,0,5971.57348326,106744669,0,0,NA,NA,NA,""
"18_2","Week.4",4,2018-06-25,2018-06-28,"Lower Sacramento",6,12,0,11682.0666347,0,11682.0666347,171562419,0,0,NA,NA,NA,""
"18_2","Week.4",4,2018-06-25,2018-06-28,"Cache Slough LI",3,6,0,5410.53887528,0,5410.53887528,52180503,0,0,NA,NA,NA,""
"18_2","Week.4",4,2018-06-25,2018-06-28,"Sac DW Ship Channel",4,8,0,8167.22093033,0,8167.22093033,64336104,0,0,NA,NA,NA,""
"18_2","Week.4",4,2018-06-25,2018-06-28,"Lower San Joaquin",2,4,0,4083.3872849,0,4083.3872849,232126861,0,0,NA,NA,NA,""
"18_2","Week.4",4,2018-06-25,2018-06-28,"Total",24,48,0,47276.55958256,0,47276.55958256,NA,0,0,NA,NA,NA,"Full"
"18_3","Week.1",1,2018-07-02,2018-07-06,"Suisun Bay",4,16,2,83709.3600651,2,60456.7600470167,285840678,9456.2830998357,44736312.8529585,6688.52097649088,2216,26901,""
"18_3","Week.1",1,2018-07-02,2018-07-06,"Suisun Marsh",4,24,0,92349.38052648,0,66696.77482468,76278718,0,NA,NA,NA,NA,""
"18_3","Week.1",1,2018-07-02,2018-07-06,"Lower Sacramento",5,29,0,127796.211068988,0,92297.2635498247,88162170,0,NA,NA,NA,NA,""
"18_3","Week.1",1,2018-07-02,2018-07-06,"Cache Slough LI",4,24,0,92801.61764412,0,67023.3905207533,33420492,0,NA,NA,NA,NA,""
"18_3","Week.1",1,2018-07-02,2018-07-06,"Sac DW Ship Channel",5,27,5,81801.33729306,5,59078.7436005433,30411491,9411.10915600531,48252103.5913671,6946.37341289446,2079,27577,""
"18_3","Week.1",1,2018-07-02,2018-07-06,"Lower San Joaquin",5,30,0,112635.01224822,0,81347.5088459367,122096565,0,NA,NA,NA,NA,""
"18_3","Week.1",1,2018-07-02,2018-07-06,"Total",27,150,7,591092.918845968,7,426900.441388755,NA,18867.392255841,92988416.4443256,9643.05016290621,6535,43190,"Full"
"18_3","Week.2",2,2018-07-09,2018-07-13,"Suisun Bay",5,29,0,119095.869859428,0,86013.6837873647,285840678,0,NA,NA,NA,NA,""
"18_3","Week.2",2,2018-07-09,2018-07-13,"Suisun Marsh",4,24,0,94217.30179554,0,68045.8290745567,76278718,0,NA,NA,NA,NA,""
"18_3","Week.2",2,2018-07-09,2018-07-13,"Lower Sacramento",5,30,0,102691.52444628,0,74166.10098898,88162170,0,NA,NA,NA,NA,""
"18_3","Week.2",2,2018-07-09,2018-07-13,"Cache Slough LI",4,19,0,68173.90301568,0,49236.7077335467,33420492,0,NA,NA,NA,NA,""
"18_3","Week.2",2,2018-07-09,2018-07-13,"Sac DW Ship Channel",4,21,2,74617.77646092,2,53890.6163328867,30411491,4241.87894652282,14797337.5790724,3846.73076508773,688,14343,""
"18_3","Week.2",2,2018-07-09,2018-07-13,"Lower San Joaquin",4,24,0,88453.80595128,0,63883.3042981467,122096565,0,NA,NA,NA,NA,""
"18_3","Week.2",2,2018-07-09,2018-07-13,"Total",26,147,2,547250.181529128,2,395236.242215481,NA,4241.87894652282,14797337.5790724,3846.73076508773,688,14343,"Full"
"18_3","Week.3",3,2018-07-16,2018-07-19,"Suisun Bay",4,22,2,105211.583770524,2,75986.1438342673,285840678,7523.34157800955,28312673.1965722,5320.96543839295,1763,21401,""
"18_3","Week.3",3,2018-07-16,2018-07-19,"Suisun Marsh",4,24,0,101726.325077916,0,73469.0125562727,76278718,0,NA,NA,NA,NA,""
"18_3","Week.3",3,2018-07-16,2018-07-19,"Lower Sacramento",5,30,0,109484.17987122,0,79071.90768477,88162170,0,NA,NA,NA,NA,""
"18_3","Week.3",3,2018-07-16,2018-07-19,"Cache Slough LI",4,24,0,74325.60836778,0,53679.6060433967,33420492,0,NA,NA,NA,NA,""
"18_3","Week.3",3,2018-07-16,2018-07-19,"Sac DW Ship Channel",5,26,2,79787.50047114,2,57624.3058958233,30411491,1055.62364841433,557603.909169265,746.728805637807,247,3003,""
"18_3","Week.3",3,2018-07-16,2018-07-19,"Lower San Joaquin",6,36,0,131779.94155326,0,95174.40223291,122096565,0,NA,NA,NA,NA,""
"18_3","Week.3",3,2018-07-16,2018-07-19,"Total",28,162,4,602315.13911184,4,435005.37824744,NA,8578.96522642388,28870277.1057415,5373.1068392264,2355,22451,"Full"
"18_3","Week.4",4,2018-07-23,2018-07-26,"Suisun Bay",5,20,0,99853.07940762,0,72116.1129055033,285840678,0,NA,NA,NA,NA,""
"18_3","Week.4",4,2018-07-23,2018-07-26,"Suisun Marsh",5,20,0,78806.86707894,0,56916.0706681233,76278718,0,NA,NA,NA,NA,""
"18_3","Week.4",4,2018-07-23,2018-07-26,"Lower Sacramento",6,24,0,84184.84931472,0,60800.16894952,88162170,0,NA,NA,NA,NA,""
"18_3","Week.4",4,2018-07-23,2018-07-26,"Cache Slough LI",4,16,0,48689.6273787,0,35164.7308846167,33420492,0,NA,NA,NA,NA,""
"18_3","Week.4",4,2018-07-23,2018-07-26,"Sac DW Ship Channel",6,20,6,65517.43118382,6,47318.14474387,30411491,4248.0736473742,6254490.70144325,2500.89797901539,1257,10664,""
"18_3","Week.4",4,2018-07-23,2018-07-26,"Lower San Joaquin",6,24,0,84554.52451446,0,61067.1565937767,122096565,0,NA,NA,NA,NA,""
"18_3","Week.4",4,2018-07-23,2018-07-26,"Total",32,124,6,461606.37887826,6,333382.38474541,NA,4248.0736473742,6254490.70144325,2500.89797901539,1257,10664,"Full"
"18_3","Week.5",5,2018-07-30,2018-08-02,"Suisun Bay",5,20,0,85912.92080448,0,62048.2205810133,285840678,0,NA,NA,NA,NA,""
"18_3","Week.5",5,2018-07-30,2018-08-02,"Suisun Marsh",6,24,0,98555.00386578,0,71178.6139030633,76278718,0,NA,NA,NA,NA,""
"18_3","Week.5",5,2018-07-30,2018-08-02,"Lower Sacramento",5,20,0,72781.86899676,0,52564.6831643267,88162170,0,NA,NA,NA,NA,""
"18_3","Week.5",5,2018-07-30,2018-08-02,"Cache Slough LI",6,21,0,63650.52087702,0,45969.8206334033,33420492,0,NA,NA,NA,NA,""
"18_3","Week.5",5,2018-07-30,2018-08-02,"Sac DW Ship Channel",3,8,4,26021.15761014,4,18793.05827399,30411491,7756.13035780113,24504906.7849765,4950.24310362395,2079,20560,""
"18_3","Week.5",5,2018-07-30,2018-08-02,"Lower San Joaquin",6,24,0,86840.98415916,0,62718.4885593933,122096565,0,NA,NA,NA,NA,""
"18_3","Week.5",5,2018-07-30,2018-08-02,"Total",31,117,4,433762.45631334,4,313272.88511519,NA,7756.13035780113,24504906.7849765,4950.24310362395,2079,20560,"Full"
"18_3","Week.6",6,2018-08-06,2018-08-10,"Suisun Bay",6,24,0,89225.50714308,0,64440.64404778,285840678,0,NA,NA,NA,NA,""
"18_3","Week.6",6,2018-08-06,2018-08-10,"Suisun Marsh",6,24,0,97237.04606616,0,70226.7554922267,76278718,0,NA,NA,NA,NA,""
"18_3","Week.6",6,2018-08-06,2018-08-10,"Lower Sacramento",4,16,0,59014.58494008,0,42621.6446789467,88162170,0,NA,NA,NA,NA,""
"18_3","Week.6",6,2018-08-06,2018-08-10,"Cache Slough LI",6,24,0,90458.54411286,0,65331.1707481767,33420492,0,NA,NA,NA,NA,""
"18_3","Week.6",6,2018-08-06,2018-08-10,"Sac DW Ship Channel",5,19,2,63608.73443694,2,45939.64153779,30411491,3084.9872939373,12255067.7046116,3500.72388294359,343,12131,""
"18_3","Week.6",6,2018-08-06,2018-08-10,"Lower San Joaquin",6,24,0,76838.52355872,0,55494.4892368533,122096565,0,NA,NA,NA,NA,""
"18_3","Week.6",6,2018-08-06,2018-08-10,"Total",33,131,2,476382.94025784,2,344054.345741773,NA,3084.9872939373,12255067.7046116,3500.72388294359,343,12131,"Full"
"18_3","Week.7",7,2018-08-13,2018-08-16,"Suisun Bay",5,18,0,69491.8608153,0,50188.5661443833,285840678,0,NA,NA,NA,NA,""
"18_3","Week.7",7,2018-08-13,2018-08-16,"Suisun Marsh",6,24,2,83814.16315272,2,60532.4511658533,76278718,2520.40164583842,3177943.42519367,1782.67872180987,591,7170,""
"18_3","Week.7",7,2018-08-13,2018-08-16,"Lower Sacramento",6,22,1,94070.038293,1,67939.4721005,88162170,1300.41483389533,1748493.62761146,1322.30617771054,175,4755,""
"18_3","Week.7",7,2018-08-13,2018-08-16,"Cache Slough LI",5,20,0,63349.25412354,0,45752.2390892233,33420492,0,NA,NA,NA,NA,""
"18_3","Week.7",7,2018-08-13,2018-08-16,"Sac DW Ship Channel",6,22,5,75226.37574144,5,54330.1602577067,30411491,4808.8113203236,51079205.5956094,7146.97177800566,323,22283,""
"18_3","Week.7",7,2018-08-13,2018-08-16,"Lower San Joaquin",5,20,0,66756.98324372,0,48213.3767871311,122096565,0,NA,NA,NA,NA,""
"18_3","Week.7",7,2018-08-13,2018-08-16,"Total",33,126,8,452708.67536972,8,326956.265544798,NA,8629.62780005735,56005642.6484145,7483.69177935693,1502,28291,"Full"
"18_3","Week.8",8,2018-08-20,2018-08-24,"Suisun Bay",6,24,0,98860.65145572,0,71399.3593846867,285840678,0,NA,NA,NA,NA,""
"18_3","Week.8",8,2018-08-20,2018-08-24,"Suisun Marsh",6,20,3,78042.57961038,3,56364.0852741633,76278718,5409.44118437518,18628935.7699252,4316.12508738164,1068,16735,""
"18_3","Week.8",8,2018-08-20,2018-08-24,"Lower Sacramento",6,20,5,91467.48444834,5,66059.8498793567,88162170,10312.3318521321,56855619.148527,7540.26651707531,2308,30020,""
"18_3","Week.8",8,2018-08-20,2018-08-24,"Cache Slough LI",6,21,0,70008.79951758,0,50561.9107626967,33420492,0,NA,NA,NA,NA,""
"18_3","Week.8",8,2018-08-20,2018-08-24,"Sac DW Ship Channel",7,24,3,83683.74902118,3,60438.2631819633,30411491,2770.23992269023,5426287.24175207,2329.43925478903,506,8889,""
"18_3","Week.8",8,2018-08-20,2018-08-24,"Lower San Joaquin",6,24,0,89836.68999382,0,64882.0538844256,122096565,0,NA,NA,NA,NA,""
"18_3","Week.8",8,2018-08-20,2018-08-24,"Total",37,133,11,511899.95404702,11,369705.522367292,NA,18492.0129591975,80910842.1602042,8995.04542290945,6739,41033,"Full"
"18_3","Week.9",9,2018-08-27,2018-08-30,"Suisun Bay",6,24,0,121680.76556328,0,87880.5529068133,285840678,0,NA,NA,NA,NA,""
"18_3","Week.9",9,2018-08-27,2018-08-30,"Suisun Marsh",6,24,0,110275.42633338,0,79643.3634629967,76278718,0,NA,NA,NA,NA,""
"18_3","Week.9",9,2018-08-27,2018-08-30,"Lower Sacramento",6,24,0,98816.84309112,0,71367.7200102533,88162170,0,NA,NA,NA,NA,""
"18_3","Week.9",9,2018-08-27,2018-08-30,"Cache Slough LI",6,21,0,67483.75277952,0,48738.26589632,33420492,0,NA,NA,NA,NA,""
"18_3","Week.9",9,2018-08-27,2018-08-30,"Sac DW Ship Channel",6,24,7,88693.06701948,7,64056.1039585133,30411491,10722.2541705653,90428730.9673031,9509.40224027268,1802,35702,""
"18_3","Week.9",9,2018-08-27,2018-08-30,"Lower San Joaquin",6,24,0,95008.5482577,0,68617.2848527833,122096565,0,NA,NA,NA,NA,""
"18_3","Week.9",9,2018-08-27,2018-08-30,"Total",36,141,7,581958.40304448,7,420303.29108768,NA,10722.2541705653,90428730.9673031,9509.40224027268,1802,35702,"Full"
"18_3","Week.10",10,2018-09-04,2018-09-07,"Suisun Bay",5,20,0,92665.13773902,0,66924.8217004033,285840678,0,NA,NA,NA,NA,""
"18_3","Week.10",10,2018-09-04,2018-09-07,"Suisun Marsh",6,21,2,85490.00159238,2,61742.77892783,76278718,2471.00476175505,3054164.80019803,1747.61689171226,579,7029,""
"18_3","Week.10",10,2018-09-04,2018-09-07,"Lower Sacramento",6,24,0,107201.42708814,0,77423.25289699,88162170,0,NA,NA,NA,NA,""
"18_3","Week.10",10,2018-09-04,2018-09-07,"Cache Slough LI",6,24,0,85559.75798832,0,61793.15854712,33420492,0,NA,NA,NA,NA,""
"18_3","Week.10",10,2018-09-04,2018-09-07,"Sac DW Ship Channel",6,24,0,94145.8604625,0,67994.23255625,30411491,0,NA,NA,NA,NA,""
"18_3","Week.10",10,2018-09-04,2018-09-07,"Lower San Joaquin",6,24,0,94915.53972978,0,68550.1120270633,122096565,0,NA,NA,NA,NA,""
"18_3","Week.10",10,2018-09-04,2018-09-07,"Total",35,137,2,559977.72460014,2,404428.356655657,NA,2471.00476175505,3054164.80019803,1747.61689171226,579,7029,"Full"
"18_3","Week.11",11,2018-09-10,2018-09-13,"Suisun Bay",7,25,0,116283.91203198,0,83982.82535643,285840678,0,NA,NA,NA,NA,""
"18_3","Week.11",11,2018-09-10,2018-09-13,"Suisun Marsh",5,20,0,72662.23846266,0,52478.2833341433,76278718,0,NA,NA,NA,NA,""
"18_3","Week.11",11,2018-09-10,2018-09-13,"Lower Sacramento",6,24,0,87391.28461602,0,63115.9277782367,88162170,0,NA,NA,NA,NA,""
"18_3","Week.11",11,2018-09-10,2018-09-13,"Cache Slough LI",6,24,0,76941.30472182,0,55568.72007687,33420492,0,NA,NA,NA,NA,""
"18_3","Week.11",11,2018-09-10,2018-09-13,"Sac DW Ship Channel",7,25,24,63461.4709344,24,45833.2845637333,30411491,18547.0521712575,228420066.429088,15113.5722590355,3550,58227,""
"18_3","Week.11",11,2018-09-10,2018-09-13,"Lower San Joaquin",6,24,0,98270.92347072,0,70973.4447288533,122096565,0,NA,NA,NA,NA,""
"18_3","Week.11",11,2018-09-10,2018-09-13,"Total",37,142,24,515011.1342376,24,371952.485838267,NA,18547.0521712575,228420066.429088,15113.5722590355,3550,58227,"Full"
"18_3","Week.12",12,2018-09-17,2018-09-20,"Suisun Bay",7,28,0,83880.54967446,0,60580.39698711,285840678,0,NA,NA,NA,NA,""
"18_3","Week.12",12,2018-09-17,2018-09-20,"Suisun Marsh",6,24,0,89114.30129448,0,64360.32871268,76278718,0,NA,NA,NA,NA,""
"18_3","Week.12",12,2018-09-17,2018-09-20,"Lower Sacramento",6,22,13,86500.51453582,13,62472.5938314256,88162170,32235.5810279227,950530426.190944,30830.6734631429,4800,113063,""
"18_3","Week.12",12,2018-09-17,2018-09-20,"Cache Slough LI",6,24,0,86998.3572843,0,62832.14692755,33420492,0,NA,NA,NA,NA,""
"18_3","Week.12",12,2018-09-17,2018-09-20,"Sac DW Ship Channel",6,24,2,91929.49420116,2,66393.5235897267,30411491,933.735998550803,1469881.63648057,1212.38675202287,81,3997,""
"18_3","Week.12",12,2018-09-17,2018-09-20,"Lower San Joaquin",6,24,0,90649.84063828,0,65469.3293498689,122096565,0,NA,NA,NA,NA,""
"18_3","Week.12",12,2018-09-17,2018-09-20,"Total",37,146,15,529073.0576285,15,382108.319398361,NA,33169.3170264735,952000307.827425,30854.5022294547,5168,114142,"Full"
"18_3","Week.13",13,2018-09-24,2018-09-27,"Suisun Bay",6,24,0,126992.0242899,0,91716.46198715,285840678,0,NA,NA,NA,NA,""
"18_3","Week.13",13,2018-09-24,2018-09-27,"Suisun Marsh",6,24,0,120020.09155752,0,86681.1772359867,76278718,0,NA,NA,NA,NA,""
"18_3","Week.13",13,2018-09-24,2018-09-27,"Lower Sacramento",7,27,3,104132.81964162,3,75207.0364078367,88162170,3565.2880141839,27429478.6493676,5237.31597761368,245,16412,""
"18_3","Week.13",13,2018-09-24,2018-09-27,"Cache Slough LI",6,24,0,84685.94960826,0,61162.0747170767,33420492,0,NA,NA,NA,NA,""
"18_3","Week.13",13,2018-09-24,2018-09-27,"Sac DW Ship Channel",7,22,12,86515.11732402,12,62483.14028957,30411491,7775.22367307759,70418768.8476958,8391.5891729574,944,29584,""
"18_3","Week.13",13,2018-09-24,2018-09-27,"Lower San Joaquin",6,24,0,97694.67498252,0,70557.2652651533,122096565,0,NA,NA,NA,NA,""
"18_3","Week.13",13,2018-09-24,2018-09-27,"Total",38,145,15,620040.67740384,15,447807.155902773,NA,11340.5116872615,97848247.4970634,9891.8273082916,1957,37328,"Full"
"18_3","Week.14",14,2018-10-01,2018-10-04,"Suisun Bay",6,24,0,101480.05467138,0,73291.1505959967,285840678,0,NA,NA,NA,NA,""
"18_3","Week.14",14,2018-10-01,2018-10-04,"Suisun Marsh",6,24,0,90439.67281734,0,65317.54147919,76278718,0,NA,NA,NA,NA,""
"18_3","Week.14",14,2018-10-01,2018-10-04,"Lower Sacramento",8,32,0,119468.10616356,0,86282.5211181267,88162170,0,NA,NA,NA,NA,""
"18_3","Week.14",14,2018-10-01,2018-10-04,"Cache Slough LI",7,27,0,108808.52009412,0,78583.9311790867,33420492,0,NA,NA,NA,NA,""
"18_3","Week.14",14,2018-10-01,2018-10-04,"Sac DW Ship Channel",7,26,4,102821.6015904,4,74260.0455930667,30411491,2990.93411457195,16716114.3885982,4088.53450377983,236,13206,""
"18_3","Week.14",14,2018-10-01,2018-10-04,"Lower San Joaquin",7,28,0,102678.04494948,0,74156.3657968467,122096565,0,NA,NA,NA,NA,""
"18_3","Week.14",14,2018-10-01,2018-10-04,"Total",41,161,4,625696.00028628,4,451891.555762313,NA,2990.93411457195,16716114.3885982,4088.53450377983,236,13206,"Full"
"18_3","Week.15",15,2018-10-09,2018-10-12,"Suisun Bay",6,24,0,120097.93565154,0,86737.3979705567,285840678,0,NA,NA,NA,NA,""
"18_3","Week.15",15,2018-10-09,2018-10-12,"Suisun Marsh",6,24,0,102187.72825338,0,73802.2481829967,76278718,0,NA,NA,NA,NA,""
"18_3","Week.15",15,2018-10-09,2018-10-12,"Lower Sacramento",7,26,4,106313.12824902,4,76781.7037354033,88162170,6375.59050630119,80160534.7293405,8953.24157662131,478,28600,""
"18_3","Week.15",15,2018-10-09,2018-10-12,"Cache Slough LI",6,24,0,104037.78918918,0,75138.4033032967,33420492,0,NA,NA,NA,NA,""
"18_3","Week.15",15,2018-10-09,2018-10-12,"Sac DW Ship Channel",7,26,3,100752.83581902,3,72765.9369804033,30411491,1471.04617148794,1995754.08261643,1412.71160631476,218,5174,""
"18_3","Week.15",15,2018-10-09,2018-10-12,"Lower San Joaquin",7,28,0,109421.5002111,0,79026.63904135,122096565,0,NA,NA,NA,NA,""
"18_3","Week.15",15,2018-10-09,2018-10-12,"Total",39,152,7,642810.91737324,7,464252.329214007,NA,7846.63667778913,82156288.811957,9064.01063613437,845,31212,"Full"
"18_3","Week.16",16,2018-10-15,2018-10-18,"Suisun Bay",6,24,0,94589.33590722,0,68314.5203774367,285840678,0,NA,NA,NA,NA,""
"18_3","Week.16",16,2018-10-15,2018-10-18,"Suisun Marsh",6,24,0,101247.19636416,0,73122.9751518933,76278718,0,NA,NA,NA,NA,""
"18_3","Week.16",16,2018-10-15,2018-10-18,"Lower Sacramento",6,24,0,97110.33879624,0,70135.2446861733,88162170,0,NA,NA,NA,NA,""
"18_3","Week.16",16,2018-10-15,2018-10-18,"Cache Slough LI",7,28,0,105738.90168534,0,76366.9845505233,33420492,0,NA,NA,NA,NA,""
